"COMPLAINTNUMBER","ACCIDENTDATE","YEAR","MILITARYTIME","DAYOFWEEK","ACCIDENTTYPE","NUMINVOLVED","NUMINJURED","NUMFATALITIES","FEETFROMINTERSECTION","CITYQUADRANT","CONSTRUCTION","ONSTREET","COLLISIONTYPE","WEATHER","TRAFFICCONDITION","ROADWAYTYPE","TRAFFICCONTROL","MPDLOCATION","CRASHDURATION","LATITUDE","LONGITUDE","TAXIINVOLVED","TOURBUSINVOLVED","MILITARYHOUR","ACCIDENTDATETIME"
15031831,2015-03-07,2015,"0920","Saturday","Prop. Damage",2,0,0,0,"NW","N","Private Property","Backing Hit Parked Veh.","Clear","Other","Other","None","1616 MARION STREET NW",1,38.912083,-77.021578,"","","9",2015-03-07 09:20:00
15042276,2015-03-26,2015,"1845","Thursday","Prop. Damage",5,0,0,0,"NW","N","Within 100ft of Intersection","Rear End","Clear","Medium","One-Way, Not Divided","None","PRINCETON PL NW / WARDER ST NW",5,38.9356,-77.02115,"","","18",2015-03-26 18:45:00
15041652,2015-03-25,2015,"1700","Wednesday","Injury",2,1,0,5,"NW","N","Within 100ft of Intersection","Rear End","Clear","Medium","One-Way, Not Divided","Stop Sign","3614 WARDER ST NW",10,38.935293,-77.021166,"","","17",2015-03-25 17:00:00
15034679,2015-03-12,2015,"1909","Thursday","",2,0,0,25,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Heavy","Two-Way, Not Divided","None","675 H STREET NW",60,38.899998,-77.021543,"","","19",2015-03-12 19:09:00
15041992,2015-03-26,2015,"1046","Thursday","Prop. Damage",2,0,0,30,"NW","N","At Intersection","Right Turn Hit Veh.","Rain","Medium","Two-Way, Divided Unprotected","Signal","1525 7TH STREET NW",4,38.910332,-77.021625,"","","10",2015-03-26 10:46:00
15041683,2015-03-25,2015,"1750","Wednesday","",3,0,0,0,"SW","N","Other","Other","Rain","Medium","One-Way, Not Divided","None","Labratory RD SW",105,38.820535,-77.02185,"","","17",2015-03-25 17:50:00
15035203,2015-03-13,2015,"1640","Friday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Rear End","Clear","Medium","Two-Way, Divided Unprotected","Signal","1000 6TH STREET NW",1,38.877815,-77.019393,"","","16",2015-03-13 16:40:00
15040407,2015-03-23,2015,"1221","Monday","Injury",2,1,0,0,"SW","N","Within 100ft of Intersection","","","","","","1000 6TH STREET SW",0,38.877815,-77.019393,"","","12",2015-03-23 12:21:00
15044965,2015-03-31,2015,"1815","Tuesday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Side Swiped","Rain","Heavy","Other","Signal","500 NEW YORK AVENUE NW",1,38.903454,-77.019417,"","","18",2015-03-31 18:15:00
15034612,2015-03-05,2015,"2000","Thursday","",2,0,0,50,"NW","N","Within 100ft of Intersection","Unknown","Unknown","Unknown","Two-Way, Not Divided","None","1800 5TH STREET NW",0,38.914247,-77.019104,"","","20",2015-03-05 20:00:00
15034958,2015-03-13,2015,"0915","Friday","Injury",2,1,0,0,"NW","N","Not at Intersection","Side Swiped","Clear","Heavy","One-Way, Not Divided","None","300 D Street N.W.",0,38.894799,-77.019146,"","","9",2015-03-13 09:15:00
15038496,2015-03-19,2015,"2041","Thursday","Injury",2,1,0,0,"NW","N","At Intersection","Left Turn Hit Veh.","Clear","Medium","Two-Way, Divided Unprotected","Signal","7TH ST NW / K ST NW",1,38.901649,-77.019172,"","","20",2015-03-19 20:41:00
15042760,2015-03-27,2015,"1330","Friday","",1,1,0,50,"NW","N","Within 100ft of Intersection","Right Turn Hit Ped.","Clear","Medium","Two-Way, Not Divided","Signal","700 6TH STREET NW",15,38.898934,-77.02018,"","","13",2015-03-27 13:30:00
15032514,2015-03-08,2015,"1714","Sunday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Head On","Clear","Medium","Two-Way, Not Divided","Signal","800 6TH STREET NW",0,38.900229,-77.020189,"","","17",2015-03-08 17:14:00
15038255,2015-03-19,2015,"1307","Thursday","",2,0,0,0,"SW","N","Within 100ft of Intersection","Backing Hit Moving Veh.","Clear","","","","200 7St SW",0,38.887287,-77.020737,"","","13",2015-03-19 13:07:00
15031822,2015-03-07,2015,"0920","Saturday","Prop. Damage",2,0,0,400,"NW","N","Not at Intersection","Right Turn Hit Veh.","Clear","Unknown","Two-Way, Not Divided","Unknown","6th and N St NW",15,38.907022,-77.02043,"","","9",2015-03-07 09:20:00
15044446,2015-03-30,2015,"1800","Monday","",1,0,0,0,"NW","N","Within 100ft of Intersection","Other","Clear","Heavy","Two-Way, Not Divided","Unknown","602 H STREET NW",5,38.899665,-77.02026,"","","18",2015-03-30 18:00:00
15040251,2015-03-23,2015,"0111","Monday","Injury",2,3,0,0,"NW","N","At Intersection","Right Angle","Clear","Light","One-Way, Not Divided","Signal","KENYON\WARDER ST NW",0,38.932523,-77.020426,"","","1",2015-03-23 01:11:00
15034731,2015-03-12,2015,"2030","Thursday","Injury",1,1,0,0,"NW","N","At Intersection","Right Turn Hit Veh.","Clear","Medium","Two-Way, Not Divided","None","511 GRESHAM PLACE NW",5,38.927272,-77.020786,"","","20",2015-03-12 20:30:00
15042176,2015-03-26,2015,"1655","Thursday","Injury",2,3,0,50,"NW","N","Within 100ft of Intersection","Right Angle","Clear","Medium","Two-Way, Not Divided","None","817 6TH STREET NW",60,38.900427,-77.019615,"","","16",2015-03-26 16:55:00
15039779,2015-03-22,2015,"0247","Sunday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Head On","Clear","Medium","Two-Way, Divided Unprotected","Signal","NEW JERSEY AVE NW / S ST NW",7,38.914096,-77.017893,"","","2",2015-03-22 02:47:00
15039485,2015-03-21,2015,"1818","Saturday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Heavy","Two-Way, Not Divided","Signal","900 5th Street NW",2,38.901457,-77.018987,"","","18",2015-03-21 18:18:00
15039660,2015-03-21,2015,"2350","Saturday","Injury",2,1,0,0,"NW","N","At Intersection","Rear End","Clear","Medium","Two-Way, Divided Unprotected","Signal","5TH AND I STREET NW",9,38.90132,-77.01893,"","","23",2015-03-21 23:50:00
15042071,2015-03-24,2015,"0900","Tuesday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Rear End","Clear","Medium","Two-Way, Divided Unprotected","None","5TH AND G ST NW",15,38.89831,-77.01893,"","","9",2015-03-24 09:00:00
15042102,2015-03-26,2015,"1430","Thursday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Rear End","Clear","","Two-Way, Divided Unprotected","None","700 5TH ST NW",1,38.898447,-77.018987,"","","14",2015-03-26 14:30:00
15043788,2015-03-29,2015,"1318","Sunday","",2,0,0,50,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","One-Way, Not Divided","None","434 IRVING ST NW",10,38.929321,-77.018967,"","","13",2015-03-29 13:18:00
15034815,2015-03-12,2015,"2330","Thursday","",2,0,0,0,"NW","N","Within 100ft of Intersection","Parked Vehicle","Clear","Light","Two-Way, Divided Unprotected","Signal","600 G STREET N.W.",12,38.898265,-77.019527,"","","23",2015-03-12 23:30:00
15037131,2015-03-15,2015,"0339","Sunday","",2,0,0,0,"NW","N","At Intersection","Side Swiped","Clear","Light","Unknown","Signal","6TH ST NW / MASSACHUSETTS AVE NW",6,38.901463,-77.019898,"","","3",2015-03-15 03:39:00
15042401,2015-03-26,2015,"2321","Thursday","Injury",3,1,0,0,"NW","N","At Intersection","Fixed Object","Clear","Light","One-Way, Not Divided","Signal","KENYON ST NW / WARDER ST NW",1,38.9303,-77.019823,"","","23",2015-03-26 23:21:00
15042879,2015-03-27,2015,"1924","Friday","",2,0,0,0,"NW","N","At Intersection","Rear End","Clear","Heavy","Two-Way, Divided Positive","Signal","RHODE ISLAND AVE NW & 6TH ST NW",5,38.913,-77.0199,"","","19",2015-03-27 19:24:00
15041746,2015-03-25,2015,"1525","Wednesday","Injury",3,1,0,0,"","N","Not at Intersection","Rear End","Other","Heavy","Two-Way, Divided Positive","None","295NB",180,38.922353,-77.019697,"","","15",2015-03-25 15:25:00
15034672,2015-03-12,2015,"1841","Thursday","Prop. Damage",2,0,0,1,"NW","N","At Intersection","Side Swiped","Clear","Medium","Two-Way, Divided Unprotected","None","5TH ST NW / NICHOLSON ST NW",4,38.96015,-77.01989,"","","18",2015-03-12 18:41:00
15034616,2015-03-12,2015,"1605","Thursday","Injury",2,2,0,5,"NW","N","Within 100ft of Intersection","","","","","","4100 5TH ST, NW",165,38.94112,-77.01944,"","","16",2015-03-12 16:05:00
15041820,2015-03-25,2015,"2249","Wednesday","",2,0,0,0,"NW","N","At Intersection","","","","","","6TH ST NW / H ST NW",1,38.899811,-77.01991,"","","22",2015-03-25 22:49:00
15041714,2015-03-25,2015,"1800","Wednesday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Left Turn Hit Veh.","Clear","Heavy","Two-Way, Not Divided","Signal","6TH ST NW / H ST NW",10,38.89981,-77.01991,"","","18",2015-03-25 18:00:00
15042994,2015-03-27,2015,"2338","Friday","",2,0,0,0,"NW","N","At Intersection","Side Swiped","Clear","Medium","Two-Way, Not Divided","Signal","6th Street NW and H Street NW",2,38.89981,-77.01991,"","","23",2015-03-27 23:38:00
15034068,2015-03-11,2015,"0840","Wednesday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","One-Way, Not Divided","Signal","6TH ST NW / D ST NW",495,38.894794,-77.019905,"","","8",2015-03-11 08:40:00
15046421,2015-03-17,2015,"0830","Tuesday","Prop. Damage",1,0,0,0,"NW","N","N/A","Unknown","Unknown","Unknown","Other","None","3207 WARDER ST NW",5,38.930599,-77.019684,"","","8",2015-03-17 08:30:00
15041277,2015-03-24,2015,"2125","Tuesday","Injury",2,2,0,3,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","One-Way, Not Divided","Signal","IRVING ST NW / PARK PL NW",10,38.929,-77.01794,"","","21",2015-03-24 21:25:00
15035396,2015-03-13,2015,"2323","Friday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Rear End","Rain","Medium","Two-Way, Not Divided","None","455 MASSACHUSETTS AVE NW",2,38.901041,-77.017728,"Yes","","23",2015-03-13 23:23:00
15036583,2015-03-16,2015,"1039","Monday","Injury",2,1,0,25,"SW","N","Within 100ft of Intersection","Rear End","Clear","Medium","Two-Way, Divided Positive","Signal","400 M ST SW",0,38.876348,-77.017707,"","","10",2015-03-16 10:39:00
15034083,2015-03-11,2015,"1725","Wednesday","Injury",2,1,0,0,"SW","N","At Intersection","Rear End","Clear","Medium","Two-Way, Divided Positive","Signal","Chesapeake and Overlook Dr SW",20,38.828363,-77.017254,"","","17",2015-03-11 17:25:00
15042488,2015-03-27,2015,"0543","Friday","Prop. Damage",1,0,0,0,"SW","N","At Intersection","Fixed Object","Rain","Heavy","Two-Way, Not Divided","Signal","CHESAPEAKE ST SW / OVERLOOK AVE SW",2,38.828363,-77.017254,"","","5",2015-03-27 05:43:00
15044464,2015-03-30,2015,"1947","Monday","Injury",1,1,0,0,"NW","N","At Intersection","","","","","","NEW JERSEY AVE NW / R ST NW",3,38.912611,-77.017352,"","","19",2015-03-30 19:47:00
15037790,2015-03-18,2015,"1437","Wednesday","Injury",2,1,0,0,"SW","N","At Intersection","Left Turn Hit Veh.","Clear","Medium","Two-Way, Divided Unprotected","Signal","4TH ST SW / INDEPENDENCE AVE SW",1,38.88757,-77.01754,"","","14",2015-03-18 14:37:00
15041463,2015-03-25,2015,"1000","Wednesday","Prop. Damage",2,0,0,40,"NW","N","Within 100ft of Intersection","Rear End","Rain","Medium","Two-Way, Divided Unprotected","None","2300 4TH STREET NW",1,38.921606,-77.018526,"","","10",2015-03-25 10:00:00
15030662,2015-03-04,2015,"1632","Wednesday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Side Swiped","Rain","Medium","Two-Way, Not Divided","None","1045 5TH STREET NW",1,38.903061,-77.018704,"","","16",2015-03-04 16:32:00
15031490,2015-03-06,2015,"1757","Friday","",2,0,0,0,"NW","N","At Intersection","Side Swiped","Clear","Heavy","One-Way, Not Divided","Signal","11 & L STREET NW",60,38.903061,-77.018704,"Yes","","17",2015-03-06 17:57:00
15034586,2015-03-12,2015,"1615","Thursday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Right Angle","Clear","Medium","Two-Way, Not Divided","Signal","11TH ST NW / NEW YORK AVE NW",60,38.903061,-77.018704,"","","16",2015-03-12 16:15:00
15031031,2015-03-05,2015,"1424","Thursday","Prop. Damage",2,1,0,4,"NW","N","Within 100ft of Intersection","Rear End","Snow","Medium","Two-Way, Not Divided","Signal","FLORIDA AVE NW / NEW JERSEY AVE NW",6,38.914652,-77.018103,"","","14",2015-03-05 14:24:00
15030452,2015-03-04,2015,"0750","Wednesday","Injury",3,3,0,0,"","N","Not at Intersection","Rear End","Clear","Heavy","Other","None","0 I395 SB",0,38.882543,-77.01838,"","","7",2015-03-04 07:50:00
15043144,2015-03-28,2015,"0400","Saturday","",2,0,0,0,"","N","Not at Intersection","Rear End","Clear","Medium","Two-Way, Divided Positive","None","0 I395 SB",30,38.882543,-77.01838,"","","4",2015-03-28 04:00:00
15030778,2015-03-04,2015,"2050","Wednesday","",2,1,0,0,"NW","N","Within 100ft of Intersection","Rear End","Rain","Medium","Two-Way, Not Divided","Signal","501 PENNSYLVANIA AVE NW",5,38.893055,-77.018372,"","","20",2015-03-04 20:50:00
15036563,2015-03-16,2015,"0926","Monday","",1,0,0,0,"NW","N","At Intersection","Fixed Object","Clear","Medium","Two-Way, Divided Unprotected","Signal","5TH ST NW / H ST NW",0,38.89982,-77.018925,"","","9",2015-03-16 09:26:00
15038680,2015-03-20,2015,"0845","Friday","Prop. Damage",2,0,0,50,"","N","Within 100ft of Intersection","Side Swiped","Snow","Light","Two-Way, Divided Unprotected","None","COLUMBIA ROAD",0,38.928749,-77.018356,"","","8",2015-03-20 08:45:00
15042067,2015-03-26,2015,"1215","Thursday","Injury",3,2,0,0,"","N","Not at Intersection","Rear End","Rain","Medium","One-Way, Not Divided","None","0 I395 NB",5,38.88253,-77.018208,"","","12",2015-03-26 12:15:00
15035783,2015-03-14,2015,"1700","Saturday","Injury",2,1,0,2,"NW","N","At Intersection","Right Angle","Rain","Light","Two-Way, Not Divided","None","4th Street/N Street NW",0,38.874462,-77.017798,"","","17",2015-03-14 17:00:00
15043163,2015-03-28,2015,"0511","Saturday","",2,0,0,0,"NW","N","Not at Intersection","","","","","","4TH & MADISON DR NW",0,38.8906,-77.01757,"","","5",2015-03-28 05:11:00
15035679,2015-03-14,2015,"1312","Saturday","Injury",3,1,0,0,"NW","N","At Intersection","Right Angle","Clear","Light","Other","Stop Sign","4TH ST NW / V ST NW",3,38.92387,-77.01831,"","","13",2015-03-14 13:12:00
15029629,2015-03-02,2015,"1454","Monday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Left Turn Hit Veh.","Clear","Heavy","Two-Way, Divided Positive","Signal","420 RHODE ISLAND AVENUE NW",1,38.913308,-77.01817,"","","14",2015-03-02 14:54:00
15041665,2015-03-25,2015,"1732","Wednesday","",2,0,0,0,"NW","N","Not at Intersection","Side Swiped","Clear","Unknown","Two-Way, Divided Positive","None","CONSTITUTION AVENUE NW",3,38.892138,-77.018746,"","","17",2015-03-25 17:32:00
15038363,2015-03-19,2015,"1611","Thursday","",2,0,0,0,"NW","Y","Within 100ft of Intersection","Right Turn Hit Veh.","Clear","Medium","Two-Way, Divided Unprotected","Signal","501 C STREET NW",1,38.893847,-77.018905,"","","16",2015-03-19 16:11:00
15036601,2015-03-16,2015,"0954","Monday","Prop. Damage",1,0,0,0,"NW","N","Other","Fixed Object","Clear","Light","Other","None","228 SHERIDAN ST NW",0,38.965955,-77.014868,"","","9",2015-03-16 09:54:00
15034521,2015-03-11,2015,"1400","Tuesday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Unknown","Clear","Unknown","Two-Way, Divided Unprotected","Signal","3RD ST NW / E ST NW",0,38.89613,-77.01519,"","","14",2015-03-11 14:00:00
15029550,2015-03-02,2015,"1245","Monday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Rear End","","Medium","Two-Way, Divided Unprotected","Signal","3RD ST NW / CONSTITUTION AVE NW",0,38.8921,-77.0152,"","","12",2015-03-02 12:45:00
15033573,2015-03-10,2015,"1702","Tuesday","Prop. Damage",3,0,0,0,"NW","N","Not at Intersection","Rear End","Rain","Heavy","One-Way, Not Divided","None","3RD ST NW / H ST NW",1,38.89981,-77.01515,"","","17",2015-03-10 17:02:00
15038133,2015-03-19,2015,"0816","Thursday","Prop. Damage",2,0,0,0,"NW","N","Other","Side Swiped","Clear","Medium","Two-Way, Not Divided","None","111 MICHIGAN AVE NW",1,38.9273,-77.0147,"","","8",2015-03-19 08:16:00
15032658,2015-03-08,2015,"2250","Sunday","",2,0,0,0,"NW","N","Within 100ft of Intersection","Parked Vehicle","Clear","Light","Two-Way, Divided Unprotected","None","5325 KANSAS AVENUE NW",0,38.955195,-77.015706,"","","22",2015-03-08 22:50:00
15036769,2015-03-16,2015,"1703","Monday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Side Swiped","Clear","Unknown","Two-Way, Not Divided","None","6900 BLOCK OF WILLOW ST NW",2,38.972494,-77.015555,"","","17",2015-03-16 17:03:00
15044778,2015-03-31,2015,"1255","Tuesday","",2,0,0,0,"NW","N","At Intersection","Left Turn Hit Veh.","Clear","Medium","Two-Way, Not Divided","Signal","227 MISSOURI AVENUE NW",5,38.956965,-77.015015,"","","12",2015-03-31 12:55:00
15032027,2015-03-07,2015,"1705","Saturday","",2,0,0,0,"NW","N","At Intersection","Side Swiped","Clear","Unknown","Two-Way, Not Divided","Signal","400 2ND STREET NW",1,38.895488,-77.014794,"","","17",2015-03-07 17:05:00
15036738,2015-03-16,2015,"1653","Monday","Injury",3,1,0,0,"NW","N","At Intersection","Right Turn Hit Veh.","Clear","Medium","One-Way, Not Divided","Signal","400 KENYON ST NW",37,38.930894,-77.016049,"","","16",2015-03-16 16:53:00
15032057,2015-03-07,2015,"1824","Saturday","Prop. Damage",2,0,0,0,"SW","N","Within 100ft of Intersection","Backing Hit Parked Veh.","Snow","Medium","Two-Way, Not Divided","None","1100 4TH STREET SW",0,38.877614,-77.01716,"","","18",2015-03-07 18:24:00
15038115,2015-03-19,2015,"0634","Thursday","Injury",2,1,0,0,"NW","N","At Intersection","Left Turn Hit Veh.","Clear","Light","Two-Way, Not Divided","Signal","3RD ST NW / D ST NW",11,38.89479,-77.01517,"","","6",2015-03-19 06:34:00
15037670,2015-03-18,2015,"1035","Wednesday","Prop. Damage",1,0,0,0,"NW","N","Other","Fixed Object","Clear","Light","Two-Way, Not Divided","Other","1600 E ST NW",27,38.896084,-77.015003,"","","10",2015-03-18 10:35:00
15044129,2015-03-30,2015,"0858","Monday","Prop. Damage",2,1,0,0,"NW","N","Not at Intersection","Parked Vehicle","Clear","Heavy","One-Way, Not Divided","Other","1849 E ST NW",0,38.896084,-77.015003,"","","8",2015-03-30 08:58:00
15030380,2015-03-04,2015,"0107","Wednesday","Prop. Damage",3,0,0,0,"NW","N","Not at Intersection","Right Turn Hit Veh.","Clear","","Two-Way, Divided Unprotected","None","6400 3RD ST NW",0,38.894805,-77.015171,"","","1",2015-03-04 01:07:00
15038695,2015-03-20,2015,"0921","Friday","Injury",2,1,0,0,"NW","N","At Intersection","Side Swiped","Snow","Medium","Two-Way, Divided Unprotected","Signal","NEW JERSEY AVE NW / NEW YORK AVE NW",8,38.905369,-77.014778,"","","9",2015-03-20 09:21:00
15038304,2015-03-19,2015,"1423","Thursday","Prop. Damage",2,0,0,50,"SW","N","Within 100ft of Intersection","Side Swiped","Clear","Unknown","Two-Way, Not Divided","None","400 4TH STREET SW",2,38.884831,-77.017138,"","","14",2015-03-19 14:23:00
15034886,2015-03-13,2015,"0300","Friday","Prop. Damage",2,0,0,50,"NW","N","Within 100ft of Intersection","Rear End","Clear","Medium","Two-Way, Divided Positive","None","400 NEW YORK AVE NW",1,38.904784,-77.016318,"","","3",2015-03-13 03:00:00
15029643,2015-03-02,2015,"1605","Monday","",2,0,0,25,"NW","N","Within 100ft of Intersection","Right Turn Hit Veh.","Clear","Heavy","One-Way, Not Divided","Stop Sign","1530 NEW JERSEY AVENUE NW",308,38.910537,-77.017018,"","","16",2015-03-02 16:05:00
15037298,2015-03-17,2015,"1701","Tuesday","",2,0,0,0,"SW","N","Other","Head On","Other","Medium","One-Way, Not Divided","None","4673 Blue Plains Dr SW",2,38.816223,-77.01675,"","","17",2015-03-17 17:01:00
15044148,2015-03-30,2015,"0800","Monday","Prop. Damage",1,0,0,0,"NW","N","N/A","Fixed Object","Other","Other","Other","None","300 INDIANA AVE NW",5,38.894123,-77.016739,"","","8",2015-03-30 08:00:00
15029370,2015-03-01,2015,"2256","Sunday","Injury",4,1,0,75,"NW","N","Within 100ft of Intersection","Head On","Fog/Mist","Light","Two-Way, Not Divided","None","316 DECATUR STREET NW",0,38.948366,-77.016737,"","","22",2015-03-01 22:56:00
15038348,2015-03-19,2015,"1613","Thursday","",2,0,0,0,"NW","N","At Intersection","Side Swiped","Clear","Medium","Two-Way, Divided Unprotected","Signal","1500 NEW JERSEY AVE NW",7,38.909761,-77.016401,"","","16",2015-03-19 16:13:00
15030238,2015-03-03,2015,"1814","Tuesday","Prop. Damage",2,0,0,0,"","N","Not at Intersection","Side Swiped","Rain","Heavy","One-Way, Not Divided","None","I395NB @exit 3",2,38.874875,-77.016882,"","","18",2015-03-03 18:14:00
15032786,2015-03-09,2015,"0933","Monday","Injury",3,2,0,0,"","N","Not at Intersection","Rear End","Clear","Heavy","Other","None","395 N/B 3rd St. tunnel",7,38.874875,-77.016882,"","","9",2015-03-09 09:33:00
15038296,2015-03-19,2015,"1507","Thursday","",2,0,0,0,"","N","Not at Intersection","Rear End","Clear","Heavy","Two-Way, Not Divided","None","I 395 North",23,38.874875,-77.016882,"","","15",2015-03-19 15:07:00
15043469,2015-03-28,2015,"2020","Saturday","Prop. Damage",3,0,0,0,"NW","N","Within 100ft of Intersection","Rear End","Clear","Medium","Two-Way, Not Divided","Signal","1700 4TH ST NW",0,38.912926,-77.016365,"","","20",2015-03-28 20:20:00
15038421,2015-03-19,2015,"1830","Thursday","",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Unknown","Two-Way, Not Divided","None","300 HAMILTON STREET NW",0,38.953095,-77.016207,"","","18",2015-03-19 18:30:00
15035378,2015-03-13,2015,"2253","Friday","Injury",2,1,0,0,"NE","N","At Intersection","Left Turn Hit Veh.","Rain","Medium","Two-Way, Divided Positive","Signal","400 NEW YORK AVENUE NE",1,38.904475,-77.01648,"","","22",2015-03-13 22:53:00
15043028,2015-03-28,2015,"25","Saturday","",2,0,0,0,"NW","N","Other","Side Swiped","Clear","Medium","One-Way, Not Divided","None","400 R STREET NW",1,38.912427,-77.016342,"","","",NA
15042945,2015-03-27,2015,"2203","Friday","",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Light","Two-Way, Not Divided","Stop Sign","401 N STREET NW",7,38.907441,-77.016951,"","","22",2015-03-27 22:03:00
15034579,2015-03-12,2015,"1601","Thursday","Prop. Damage",2,0,0,0,"NW","N","Private Property","Backing Hit Parked Veh.","Clear","Light","Other","None","405 N STREET NW",1,38.907795,-77.016947,"","","16",2015-03-12 16:01:00
15029489,2015-03-02,2015,"0953","Monday","",3,0,0,0,"NW","N","Other","Rear End","Clear","Light","Two-Way, Divided Positive","None","301 NEW YORK AVENUE NW",37,38.905375,-77.015404,"","","9",2015-03-02 09:53:00
15033058,2015-03-09,2015,"1820","Monday","",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","One-Way, Not Divided","None","4TH ST NW AT 395 S/B ENTRANCE",5,38.905375,-77.015404,"","","18",2015-03-09 18:20:00
15037316,2015-03-17,2015,"0900","Tuesday","",2,0,0,0,"NW","N","N/A","Rear End","Clear","Unknown","Other","None","110 IRVING STREET NW",2,38.929652,-77.015648,"","","9",2015-03-17 09:00:00
15044669,2015-03-31,2015,"0816","Tuesday","Injury",2,2,0,75,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Heavy","Two-Way, Divided Positive","None","IRVING ST NW & NORTH CAPITOL ST N.W.",34,38.929652,-77.015648,"","","8",2015-03-31 08:16:00
15032090,2015-03-07,2015,"1850","Saturday","Prop. Damage",2,0,0,0,"SW","N","Private Property","Rear End","Other","Light","Two-Way, Not Divided","None","1001 3RD ST SW",5,38.889429,-77.015245,"","","18",2015-03-07 18:50:00
15041127,2015-03-24,2015,"1624","Tuesday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Rear End","Clear","Heavy","Two-Way, Not Divided","Signal","1300 NEW JERSEY AVENUE NW",2,38.907691,-77.016078,"","","16",2015-03-24 16:24:00
15035575,2015-03-14,2015,"0805","Saturday","Prop. Damage",1,0,0,0,"","N","Within 100ft of Intersection","Fixed Object","Rain","Light","One-Way, Not Divided","None","3rd & Upshur St.",0,38.94218,-77.0154,"","","8",2015-03-14 08:05:00
15036831,2015-03-16,2015,"1901","Monday","Injury",3,1,0,0,"NW","N","Not at Intersection","Rear End","Clear","Medium","One-Way, Not Divided","None","1125 NEW JERSEY AVENUE NW",1,38.904192,-77.013916,"","","19",2015-03-16 19:01:00
15038303,2015-03-19,2015,"1400","Thursday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Parked Vehicle","Clear","Medium","Two-Way, Divided Unprotected","Signal","200 E ST NW",1,38.89584,-77.013878,"","","14",2015-03-19 14:00:00
15036731,2015-03-16,2015,"1609","Monday","Injury",2,1,0,0,"","N","Other","Other","Clear","Heavy","Other","None","0 I395 SB",1,38.890439,-77.014015,"","","16",2015-03-16 16:09:00
15043808,2015-03-29,2015,"1433","Sunday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Light","Two-Way, Divided Unprotected","None","200 UPSHUR ST NW",1,38.942024,-77.013771,"","","14",2015-03-29 14:33:00
15040942,2015-03-24,2015,"1117","Tuesday","Injury",2,1,0,0,"","N","Not at Intersection","Side Swiped","Clear","Medium","Two-Way, Divided Positive","None","0 I395 SB",0,38.897294,-77.013994,"","","11",2015-03-24 11:17:00
15035947,2015-03-14,2015,"2328","Saturday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Left Turn Hit Veh.","Clear","Light","Two-Way, Divided Unprotected","None","222 MISSOURI AVENUE NW",1,38.956213,-77.014379,"","","23",2015-03-14 23:28:00
15032336,2015-03-08,2015,"0834","Sunday","Injury",1,1,0,100,"NW","N","Within 100ft of Intersection","Fixed Object","Clear","Light","Two-Way, Not Divided","Signal","111 MICHIGAN AVE NW",1,38.927227,-77.01458,"","","8",2015-03-08 08:34:00
15031077,2015-03-05,2015,"1602","Thursday","Prop. Damage",1,0,0,0,"","N","Not at Intersection","Fixed Object","Snow","Light","Two-Way, Divided Positive","None","I 695 E/B at I 295 split",1,38.833488,-77.012854,"","","16",2015-03-05 16:02:00
15032332,2015-03-08,2015,"0644","Sunday","Injury",2,2,0,0,"NW","N","At Intersection","Right Angle","Clear","Light","Two-Way, Divided Unprotected","Signal","251 H STREET NW",1,38.900421,-77.014497,"","","6",2015-03-08 06:44:00
15036450,2015-03-16,2015,"25","Monday","",2,0,0,0,"","N","Other","Side Swiped","Clear","Light","Two-Way, Divided Positive","None","0 I395 NB",19,38.890075,-77.014307,"","","",NA
